"ID_UC" "Código UC" "Informações Gerais" "Nome da UC" "Esfera Administrativa" "Categoria de Manejo" "Categoria IUCN" "UF" "Ano de Criação" "Ano do ato legal mais recente" "Ato Legal de Criação" "Outros atos legais" "Municípios Abrangidos" "Plano de Manejo" "Conselho Gestor" "Órgão Gestor" "Fonte da Área: (1 = SHP, 0 = Ato legal)" "Área soma biomas" "Área soma Biomas Continental" "Área Ato Legal de Criação" "Bioma Área (ha)" "Amazônia" "Caatinga" "Cerrado" "Mata Atlântica" "Pampa" "Pantanal" "Área Marinha" "Bioma declarado" "Grupo" "PI" "US" "Recortes (ha)" "Mar Territorial" "Município Costeiro" "Município Costeiro + Área Marinha" "Programa/Projeto" "Sítios do Patrimônio Mundial" "Sítios Ramsar" "Mosaico" "Reserva da Biosfera"
2198 "0000.00.2198" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL III" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 88/2008 de 20/11/2008" "Sem informação." "PORTO SEGURO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "357,1" "357,1" "357,0" NA 0 0 0 "357,1" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2199 "0000.00.2199" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL IV" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 89/2008 de 20/11/2008" "Sem informação." "PORTO SEGURO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "74,7" "74,7" "74,7" NA 0 0 0 "74,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2200 "0000.00.2200" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO DO BRASIL V" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 90/2008 de 20/11/2008" "Sem informação." "PORTO SEGURO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "54,5" "54,5" "54,4" NA 0 0 0 "54,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2201 "0000.00.2201" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL  RIO DOS PILÕES" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 1999 1999 "Portaria 84/99-N de 05/10/1999" "Sem informação." "SANTA ISABEL (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "384,9" "384,9" "560,0" NA 0 0 0 "384,9" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
2204 "0000.00.2204" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RONCO DO BUGIO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RS" 2009 2009 "Portaria 06/2009 de 12/02/2009" "Sem informação." "VENÂNCIO AIRES (RS)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "23,1" "23,1" "23,1" NA 0 0 0 "23,1" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2206 "0000.00.2206" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA DULCE DE CIMA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 2007 2007 "Portaria 26 de 10/12/2007" "Sem informação." "TRAJANO DE MORAES (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "92,0" "92,0" "92,2" NA 0 0 0 "92,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2207 "0000.00.2207" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA MARIA I" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 96/2008 de 12/12/2008" "Sem informação." "PRADO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "96,6" "96,6" "96,5" NA 0 0 0 "96,6" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2208 "0000.00.2208" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA MARIA II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 97/2008 de 12/12/2008" "Sem informação." "PRADO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "158,7" "158,7" "158,5" NA 0 0 0 "158,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2209 "0000.00.2209" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA MARIA III" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 104/2008 de 30/12/2008" "Sem informação." "PRADO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "159,8" "159,8" "159,7" NA 0 0 0 "159,8" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2211 "0000.00.2211" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO RÃ-BUGIO II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2008 2008 "Portaria 16 de 18/03/2008" "Sem informação." "GUARAMIRIM (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "2,7" "2,7" "2,8" NA 0 0 0 "2,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2213 "0000.00.2213" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO CONTENTE" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "PE" 2009 2009 "Portaria 68 de 13/08/2009" "Sem informação." "GRAVATÁ (PE)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "9,1" "9,1" "9,1" NA 0 0 0 "9,1" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2214 "0000.00.2214" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO LUCINDO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2010 2010 "Portaria 72 de 27/08/2010" "Sem informação." "BELA VISTA DO TOLDO (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "317,4" "317,4" "316,1" NA 0 0 0 "317,4" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2217 "0000.00.2217" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAIPA DO RIO ITAJAÍ" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2009 2009 "Portaria 75 de 03/09/2009" "Sem informação." "ITAIÓPOLIS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "23,0" "23,0" "23,1" NA 0 0 0 "23,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2218 "0000.00.2218" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAIPA RIO DO COURO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2010 2010 "Portaria 56 de 26/07/2010" "Sem informação." "ITAIÓPOLIS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "36,3" "36,3" "36,3" NA 0 0 0 "36,3" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2219 "0000.00.2219" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TAYNÁ" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "PR" 2009 2009 "Portaria 92/2009 de 28/12/2009" "Sem informação." "PONTA GROSSA (PR)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "15,5" "15,5" "15,2" NA 0 0 0 "15,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2223 "0000.00.2223" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRIÂNGULO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2008 2008 "Portaria 73/2008 de 09/09/2008" "Sem informação." "PRADO (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "56,8" "56,8" "56,8" NA 0 0 0 "56,8" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2224 "0000.00.2224" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRILHA COROADOS - FB" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 2006 2006 "Portaria 78 de 09/10/2006" "Sem informação." "PRESIDENTE ALVES (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "51,9" "51,9" "52,4" NA 0 0 0 "51,9" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" ""
2225 "0000.00.2225" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TUIM" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2009 2009 "Portaria 66/2009 de 12/08/2009" "Sem informação." "ITUBERÁ (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "96,5" "96,5" "96,0" NA 0 0 0 "96,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2226 "0000.00.2226" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL USINA MAURICIO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "MG" 1999 1999 "Portaria 63/99-N de 19/07/1999" "Sem informação." "ITAMARATI DE MINAS (MG)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "301,6" "301,6" "303,8" NA 0 0 0 "301,6" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2227 "0000.00.2227" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS ARAPONGAS - RESGATE II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "MG" 2010 2010 "Portaria 36/2010 de 31/03/2010" "Sem informação." "ALTO JEQUITIBÁ (MG)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "38,8" "38,8" "39,0" NA 0 0 0 "38,8" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2229 "0000.00.2229" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DAS PEDRAS" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2008 2008 "Portaria 92 de 20/11/2008" "Sem informação." "ALFREDO WAGNER (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "32,8" "32,8" "33,6" NA 0 0 0 "32,8" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2231 "0000.00.2231" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO LUAR" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 2009 2009 "Portaria 50 de 15/06/2009" "Sem informação." "BOM JARDIM (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "23,0" "23,0" "22,6" NA 0 0 0 "23,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2235 "0000.00.2235" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILLA SÃO ROMÃO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 2009 2009 "Portaria 73 de 03/09/2009" "Sem informação." "NOVA FRIBURGO (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "53,9" "53,9" "54,0" NA 0 0 0 "53,9" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2236 "0000.00.2236" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VISTA BONITA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 2004 2004 "Portaria 38 de 09/03/2004" "Sem informação." "SANDOVALINA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "1.062,4" "1.062,4" "1.069,1" NA 0 0 0 "1.062,4" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2237 "0000.00.2237" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOTURUNA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 1994 1994 "Portaria 105-N de 04/10/1994" "Sem informação." "SANTANA DE PARNAÍBA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "58,0" "58,0" "66,6" NA 0 0 0 "58,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
2310 "0000.00.2310" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BARRA DO SANA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 1999 1999 "Portaria 65-N de 28/07/1999" "Sem informação." "MACAÉ (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 0 "162,0" "162,0" "162,4" NA 0 0 0 "162,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2685 "0000.00.2685" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA MANTIQUEIRA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "MG" 2011 2011 "Portaria 106 de 22/12/2011" "Sem informação." "DELFIM MOREIRA (MG)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "20,3" "20,3" "20,1" NA 0 0 0 "20,3" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2702 "0000.00.2702" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRACIOSA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "PR" 2011 2011 "Portaria 89 de 10/11/2011" "Sem informação." "MORRETES (PR)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "17,3" "17,3" "17,3" NA 0 0 0 "17,3" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2705 "0000.00.2705" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO GRANDE" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 2011 2011 "Portaria 27 de 10/05/2011" "Sem informação." "CASIMIRO DE ABREU (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "190,9" "190,9" "192,3" NA 0 0 0 "190,9" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2707 "0000.00.2707" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MICO LEÃO DOURADO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 2011 2011 "Portaria 26 de 10/05/2011" "Sem informação." "SILVA JARDIM (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "22,1" "22,1" "22,2" NA 0 0 0 "22,1" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2714 "0000.00.2714" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RASO DO MANDI" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2012 2012 "Portaria 77 de 25/06/2012" "Sem informação." "ITAIÓPOLIS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "54,4" "54,4" "54,3" NA 0 0 0 "54,4" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2715 "0000.00.2715" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAI II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2012 2012 "Portaria 78 de 04/07/2012" "Sem informação." "ITAIÓPOLIS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "79,1" "79,1" "79,1" NA 0 0 0 "79,1" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2716 "0000.00.2716" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2012 2012 "Portaria 6 de 12/01/2012" "Sem informação." "PAULO LOPES (SC)" "Sim" "Sim" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "66,7" "66,7" "66,7" NA 0 0 0 "66,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2739 "0000.00.2739" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL DAS NASCENTES II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2011 2011 "Portaria 90 de 10/11/2011" "Sem informação." "URUBICI (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "3,6" "3,6" "3,6" NA 0 0 0 "3,6" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
2740 "0000.00.2740" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA ENCANTADA DO MORRO DA LUCRÉCIA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SE" 2011 2011 "Portaria 92 de 18/11/2011" "Sem informação." "PIRAMBU (SE)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "10,7" "10,7" "10,8" NA 0 0 0 "10,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
2741 "0000.00.2741" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRUZ PRETA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 2012 2012 "Portaria 29 de 17/02/2012" "Sem informação." "IBIÚNA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "157,2" "157,2" "46,0" NA 0 0 0 "157,2" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica"
3066 "0000.00.3066" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO GUIGO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2014 2014 "Portaria 70 de 25/06/2014" "Sem informação." "CATU (BA)" "Sim" "Sim" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "36,5" "36,5" "36,5" NA 0 0 0 "36,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
3067 "0000.00.3067" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GUANANDI" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2012 2012 "Portaria 76 de 25/06/2012" "Sem informação." "ILHÉUS (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "14,7" "14,7" "14,7" NA 0 0 0 "14,7" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
3076 "0000.00.3076" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DO SENHOR" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "BA" 2012 2012 "Portaria 114 de 24/10/2012" "Sem informação." "URUÇUCA (BA)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "8,0" "8,0" "8,0" NA 0 0 0 "8,0" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 1 1 "" "" "" "" "RB - Mt Atlântica"
3089 "0000.00.3089" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA BOA VISTA - RESGATE VIII" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "RJ" 2012 2012 "Portaria 97 de 05/09/2012" "Sem informação." "NOVA FRIBURGO (RJ)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "29,8" "29,8" "30,0" NA 0 0 0 "29,8" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3094 "0000.00.3094" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ÁGUAS CLARAS" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SP" 2013 2013 "Portaria 22 de 24/09/2013" "Sem informação." "SÃO LUIZ DO PARAITINGA (SP)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "14,1" "14,1" "14,4" NA 0 0 0 "14,1" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3098 "0000.00.3098" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMPLUS LUCIDUS" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2013 2013 "Portaria 218 de 07/08/2013" "Sem informação." "ÁGUAS MORNAS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "13,5" "13,5" "13,5" NA 0 0 0 "13,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3099 "0000.00.3099" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA RIO DAS FURNAS II" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2013 2013 "Portaria 168 de 08/03/2013" "Sem informação." "ALFREDO WAGNER (SC)" "Sim" "Sim" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "43,5" "43,5" "43,5" NA 0 0 0 "43,5" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3100 "0000.00.3100" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DA ARAPONGA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2013 2013 "Portaria 149 de 19/02/2013" "Sem informação." "BOM RETIRO (SC)" "Sim" "Sim" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "45,2" "45,2" "45,5" NA 0 0 0 "45,2" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3101 "0000.00.3101" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ODIR ZANELATTO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2012 2012 "Portaria 103 de 12/09/2012" "Sem informação." "ITAIÓPOLIS (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "212,2" "212,2" "212,1" NA 0 0 0 "212,2" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3102 "0000.00.3102" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PORTAL ÁGUA BRANCA" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2012 2012 "Portaria 98 de 05/09/2012" "Sem informação." "URUBICI (SC)" "Sim" "Sim" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "201,2" "201,2" "201,5" NA 0 0 0 "201,2" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
3103 "0000.00.3103" NA "RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORVO BRANCO" "Federal" "Reserva Particular do Patrimônio Natural" "Category IV" "SC" 2012 2012 "Portaria 120 de 08/11/2012" "Sem informação." "URUBICI (SC)" "Sim" "Não" "INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE" 1 "13,8" "13,8" "13,5" NA 0 0 0 "13,8" 0 0 0 "Mata Atlântica" "Uso Sustentável" 0 1 NA 0 0 0 "" "" "" "" "RB - Mt Atlântica"
